Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[520]    0.0    0.00    0.00    8024         Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >::~View() [520]
                0.00    0.00    8024/8024        Kokkos::Impl::ViewTracker<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> > >::~ViewTracker() [519]
-----------------------------------------------
                0.00    0.00       2/8018        Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewFill<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> >, Kokkos::Cuda>::execute() const [1459]
                0.00    0.00    4004/8018        Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewFill<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> >, Kokkos::Cuda>::execute() const [802]
                0.00    0.00    4012/8018        Kokkos::Impl::ParallelFor<Kokkos::Impl::ViewFill<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> >, Kokkos::Cuda>::execute() const [79]
[521]    0.0    0.00    0.00    8018         Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> >::space() const [521]
-----------------------------------------------
                0.00    0.00    8014/8014        Kokkos::View<unsigned int, Kokkos::CudaSpace>::data() const [523]
[522]    0.0    0.00    0.00    8014         Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<unsigned int, Kokkos::CudaSpace>, void>::data() const [522]
-----------------------------------------------
                0.00    0.00    2006/8014        void Kokkos::deep_copy<unsigned int, Kokkos::CudaSpace>(Kokkos::View<unsigned int, Kokkos::CudaSpace> const&, Kokkos::ViewTraits<unsigned int, Kokkos::CudaSpace>::const_value_type&, std::enable_if<std::is_same<Kokkos::ViewTraits<unsigned int, Kokkos::CudaSpace>::specialize, void>::value, void>::type*) [57]
                0.00    0.00    2006/8014        void Kokkos::Impl::contiguous_fill<Kokkos::Cuda, unsigned int, Kokkos::CudaSpace>(Kokkos::Cuda const&, Kokkos::View<unsigned int, Kokkos::CudaSpace> const&, Kokkos::ViewTraits<unsigned int, Kokkos::CudaSpace>::const_value_type&) [58]
                0.00    0.00    4002/8014        void Kokkos::deep_copy<unsigned int, Kokkos::LayoutLeft, Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Kokkos::MemoryTraits<0u>, unsigned int, Kokkos::CudaSpace>(Kokkos::View<unsigned int, Kokkos::LayoutLeft, Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Kokkos::MemoryTraits<0u> > const&, Kokkos::View<unsigned int, Kokkos::CudaSpace> const&, std::enable_if<((std::is_same<Kokkos::ViewTraits<unsigned int, Kokkos::LayoutLeft, Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Kokkos::MemoryTraits<0u> >::specialize, void>::value&&std::is_same<Kokkos::ViewTraits<unsigned int, Kokkos::CudaSpace>::specialize, void>::value)&&(((unsigned int)Kokkos::ViewTraits<unsigned int, Kokkos::LayoutLeft, Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Kokkos::MemoryTraits<0u> >::rank)==((unsigned int)(0))))&&(((unsigned int)Kokkos::ViewTraits<unsigned int, Kokkos::CudaSpace>::rank)==((unsigned int)(0))), void>::type*) [155]
[523]    0.0    0.00    0.00    8014         Kokkos::View<unsigned int, Kokkos::CudaSpace>::data() const [523]
                0.00    0.00    8014/8014        Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<unsigned int, Kokkos::CudaSpace>, void>::data() const [522]
-----------------------------------------------
                0.00    0.00       1/8008        SPH::initializeParticles() [224]
                0.00    0.00       1/8008        std::enable_if<Kokkos::is_execution_policy<Kokkos::MDRangePolicy<Kokkos::OpenMP, Kokkos::Rank<3u, (Kokkos::Iterate)0, (Kokkos::Iterate)0> > >::value&&((Kokkos::is_view<Kokkos::Min<double, Kokkos::HostSpace> >::value||Kokkos::is_reducer<Kokkos::Min<double, Kokkos::HostSpace> >::value)||std::is_pointer<Kokkos::Min<double, Kokkos::HostSpace> >::value), void>::type Kokkos::parallel_reduce<Kokkos::MDRangePolicy<Kokkos::OpenMP, Kokkos::Rank<3u, (Kokkos::Iterate)0, (Kokkos::Iterate)0> >, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::initializeParticles, 1u>, void (unsigned int const&, unsigned int const&, unsigned int const&, double&), SPH* const, double const, Domain, vec3<double>, double const, double const, double const, vec3<unsigned int> >, Kokkos::Min<double, Kokkos::HostSpace> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Kokkos::MDRangePolicy<Kokkos::OpenMP, Kokkos::Rank<3u, (Kokkos::Iterate)0, (Kokkos::Iterate)0> > const&, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::initializeParticles, 1u>, void (unsigned int const&, unsigned int const&, unsigned int const&, double&), SPH* const, double const, Domain, vec3<double>, double const, double const, double const, vec3<unsigned int> > const&, Kokkos::Min<double, Kokkos::HostSpace> const&) [234]
                0.00    0.00       1/8008        Kokkos::Impl::ParallelReduce<__nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::initializeParticles, 1u>, void (unsigned int const&, unsigned int const&, unsigned int const&, double&), SPH* const, double const, Domain, vec3<double>, double const, double const, double const, vec3<unsigned int> >, Kokkos::MDRangePolicy<Kokkos::OpenMP, Kokkos::Rank<3u, (Kokkos::Iterate)0, (Kokkos::Iterate)0> >, Kokkos::Min<double, Kokkos::HostSpace>, Kokkos::OpenMP>::~ParallelReduce() [1370]
                0.00    0.00       1/8008        Kokkos::Impl::ParallelReduceAdaptor<Kokkos::MDRangePolicy<Kokkos::OpenMP, Kokkos::Rank<3u, (Kokkos::Iterate)0, (Kokkos::Iterate)0> >, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::initializeParticles, 1u>, void (unsigned int const&, unsigned int const&, unsigned int const&, double&), SPH* const, double const, Domain, vec3<double>, double const, double const, double const, vec3<unsigned int> >, Kokkos::Min<double, Kokkos::HostSpace> >::execute_impl(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Kokkos::MDRangePolicy<Kokkos::OpenMP, Kokkos::Rank<3u, (Kokkos::Iterate)0, (Kokkos::Iterate)0> > const&, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::initializeParticles, 1u>, void (unsigned int const&, unsigned int const&, unsigned int const&, double&), SPH* const, double const, Domain, vec3<double>, double const, double const, double const, vec3<unsigned int> > const&, Kokkos::Min<double, Kokkos::HostSpace>&) [1387]
                0.00    0.00    2001/8008        SPH::internalForces() [111]
                0.00    0.00    2001/8008        std::enable_if<Kokkos::is_execution_policy<Kokkos::RangePolicy<Kokkos::OpenMP> >::value&&((Kokkos::is_view<Kokkos::Min<double, Kokkos::HostSpace> >::value||Kokkos::is_reducer<Kokkos::Min<double, Kokkos::HostSpace> >::value)||std::is_pointer<Kokkos::Min<double, Kokkos::HostSpace> >::value), void>::type Kokkos::parallel_reduce<Kokkos::RangePolicy<Kokkos::OpenMP>, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::internalForces, 1u>, void (unsigned int const&, double&), SPH* const>, Kokkos::Min<double, Kokkos::HostSpace> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Kokkos::RangePolicy<Kokkos::OpenMP> const&, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::internalForces, 1u>, void (unsigned int const&, double&), SPH* const> const&, Kokkos::Min<double, Kokkos::HostSpace> const&) [164]
                0.00    0.00    2001/8008        Kokkos::Impl::ParallelReduce<__nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::internalForces, 1u>, void (unsigned int const&, double&), SPH* const>, Kokkos::RangePolicy<Kokkos::OpenMP>, Kokkos::Min<double, Kokkos::HostSpace>, Kokkos::OpenMP>::~ParallelReduce() [943]
                0.00    0.00    2001/8008        Kokkos::Impl::ParallelReduceAdaptor<Kokkos::RangePolicy<Kokkos::OpenMP>, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::internalForces, 1u>, void (unsigned int const&, double&), SPH* const>, Kokkos::Min<double, Kokkos::HostSpace> >::execute_impl(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Kokkos::RangePolicy<Kokkos::OpenMP> const&, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::internalForces, 1u>, void (unsigned int const&, double&), SPH* const> const&, Kokkos::Min<double, Kokkos::HostSpace>&) [953]
[524]    0.0    0.00    0.00    8008         Kokkos::Min<double, Kokkos::HostSpace>::~Min() [524]
                0.00    0.00    8008/10012       Kokkos::View<double, Kokkos::HostSpace>::~View() [504]
-----------------------------------------------
                0.00    0.00    8008/8008        Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >::~View() [528]
[525]    0.0    0.00    0.00    8008         Kokkos::Impl::ViewTracker<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> > >::~ViewTracker() [525]
-----------------------------------------------
                0.00    0.00    2002/8008        NeighborsBase::~NeighborsBase() [2]
                0.00    0.00    6006/8008        Kokkos::Impl::ParallelReduce<__nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (Diagnostics::*)(), &Diagnostics::updateDiagnostics, 1u>, void (unsigned int const&, double&), Diagnostics* const>, Kokkos::RangePolicy<Kokkos::OpenMP>, Kokkos::InvalidType, Kokkos::OpenMP>::execute() const [816]
[526]    0.0    0.00    0.00    8008         __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (Diagnostics::*)(), &Diagnostics::updateDiagnostics, 1u>, void (unsigned int const&, double&), Diagnostics* const> const& Kokkos::Impl::if_c<true, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (Diagnostics::*)(), &Diagnostics::updateDiagnostics, 1u>, void (unsigned int const&, double&), Diagnostics* const>, Kokkos::InvalidType>::select<Kokkos::InvalidType>(__nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (Diagnostics::*)(), &Diagnostics::updateDiagnostics, 1u>, void (unsigned int const&, double&), Diagnostics* const> const&, Kokkos::InvalidType const&) [526]
-----------------------------------------------
                0.00    0.00    2002/8008        NeighborsBase::~NeighborsBase() [2]
                0.00    0.00    6006/8008        Kokkos::Impl::ParallelReduce<__nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (Diagnostics::*)(), &Diagnostics::updateDiagnostics, 2u>, void (unsigned int const&, double&), Diagnostics* const>, Kokkos::RangePolicy<Kokkos::OpenMP>, Kokkos::InvalidType, Kokkos::OpenMP>::execute() const [817]
[527]    0.0    0.00    0.00    8008         __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (Diagnostics::*)(), &Diagnostics::updateDiagnostics, 2u>, void (unsigned int const&, double&), Diagnostics* const> const& Kokkos::Impl::if_c<true, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (Diagnostics::*)(), &Diagnostics::updateDiagnostics, 2u>, void (unsigned int const&, double&), Diagnostics* const>, Kokkos::InvalidType>::select<Kokkos::InvalidType>(__nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (Diagnostics::*)(), &Diagnostics::updateDiagnostics, 2u>, void (unsigned int const&, double&), Diagnostics* const> const&, Kokkos::InvalidType const&) [527]
-----------------------------------------------
                0.00    0.00    2002/8008        void Kokkos::Impl::contiguous_fill<Kokkos::Cuda, unsigned int*, Kokkos::CudaSpace>(Kokkos::Cuda const&, Kokkos::View<unsigned int*, Kokkos::CudaSpace> const&, Kokkos::ViewTraits<unsigned int*, Kokkos::CudaSpace>::const_value_type&) [159]
                0.00    0.00    6006/8008        Kokkos::Impl::ViewFill<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>::~ViewFill() [563]
[528]    0.0    0.00    0.00    8008         Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >::~View() [528]
                0.00    0.00    8008/8008        Kokkos::Impl::ViewTracker<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> > >::~ViewTracker() [525]
-----------------------------------------------
                0.00    0.00    2001/8004        NeighborsBase::updateNeighborList() [54]
                0.00    0.00    2001/8004        void Kokkos::parallel_for<Kokkos::RangePolicy<>, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (NeighborsBase::*)(), &NeighborsBase::updateNeighborList, 1u>, void (unsigned int const&), NeighborsBase const, ParticleManagerBase, Kernel> >(Kokkos::RangePolicy<> const&, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (NeighborsBase::*)(), &NeighborsBase::updateNeighborList, 1u>, void (unsigned int const&), NeighborsBase const, ParticleManagerBase, Kernel> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::enable_if<Kokkos::is_execution_policy<Kokkos::RangePolicy<> >::value, void>::type*) [874]
                0.00    0.00    4002/8004        Kokkos::Impl::ParallelFor<__nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (NeighborsBase::*)(), &NeighborsBase::updateNeighborList, 1u>, void (unsigned int const&), NeighborsBase const, ParticleManagerBase, Kernel>, Kokkos::RangePolicy<>, Kokkos::Cuda>::~ParallelFor() [660]
[529]    0.0    0.00    0.00    8004         Kokkos::RangePolicy<>::~RangePolicy() [529]
                0.00    0.00    8004/36103       Kokkos::Cuda::~Cuda() [367]
-----------------------------------------------
                0.00    0.00    2001/8004        NeighborsBase::~NeighborsBase() [2]
                0.00    0.00    6003/8004        Kokkos::Impl::ParallelReduce<__nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::internalForces, 1u>, void (unsigned int const&, double&), SPH* const>, Kokkos::RangePolicy<Kokkos::OpenMP>, Kokkos::Min<double, Kokkos::HostSpace>, Kokkos::OpenMP>::execute() const [1028]
[530]    0.0    0.00    0.00    8004         Kokkos::Min<double, Kokkos::HostSpace> const& Kokkos::Impl::if_c<false, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::internalForces, 1u>, void (unsigned int const&, double&), SPH* const>, Kokkos::Min<double, Kokkos::HostSpace> >::select<__nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::internalForces, 1u>, void (unsigned int const&, double&), SPH* const> >(__nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (SPH::*)(), &SPH::internalForces, 1u>, void (unsigned int const&, double&), SPH* const> const&, Kokkos::Min<double, Kokkos::HostSpace> const&) [530]
-----------------------------------------------
                0.00    0.00    2001/8004        NeighborsBase::updateNeighborList() [54]
                0.00    0.00    6003/8004        __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (NeighborsBase::*)(), &NeighborsBase::updateNeighborList, 1u>, void (unsigned int const&), NeighborsBase const, ParticleManagerBase, Kernel>::manager<NeighborsBase::updateNeighborList()::{lambda(unsigned int const&)#1}>::do_delete(void*) [588]
[531]    0.0    0.00    0.00    8004         NeighborsBase::updateNeighborList()::{lambda(unsigned int const&)#1}::~updateNeighborList() [531]
                0.00    0.00    8004/20010       Kernel::~Kernel() [405]
                0.00    0.00    8004/20011       ParticleManagerBase::~ParticleManagerBase() [396]
                0.00    0.00    8004/18010       NeighborsBase::~NeighborsBase() [440]
-----------------------------------------------
                0.00    0.00    6057/6057        NeighborsBase::~NeighborsBase() [2]
[532]    0.0    0.00    0.00    6057         Kokkos::RangePolicy<Kokkos::OpenMP, Kokkos::IndexType<long> >::begin() const [532]
-----------------------------------------------
                0.00    0.00       1/6032        Kokkos::Impl::ViewCtorProp<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::CudaSpace, Kokkos::Cuda>::ViewCtorProp<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [1367]
                0.00    0.00       8/6032        Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::CudaSpace, Kokkos::Cuda>::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [1141]
                0.00    0.00      20/6032        Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::HostSpace, Kokkos::OpenMP>::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [1071]
                0.00    0.00    6003/6032        Kokkos::Impl::ViewCtorProp<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::HostSpace, Kokkos::OpenMP>::ViewCtorProp<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [591]
[533]    0.0    0.00    0.00    6032         Kokkos::Impl::ViewCtorProp<void, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp(Kokkos::Impl::ViewCtorProp<void, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [533]
-----------------------------------------------
                0.00    0.00       1/6032        Kokkos::View<unsigned int*, Kokkos::CudaSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutLeft>::type const&) [201]
                0.00    0.00       1/6032        Kokkos::View<Particle*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >::View<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutRight>::type const&) [1420]
                0.00    0.00       1/6032        Kokkos::View<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> >::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutRight>::type const&) [256]
                0.00    0.00       1/6032        Kokkos::View<double, Kokkos::CudaSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutLeft>::type const&) [202]
                0.00    0.00       1/6032        Kokkos::View<neighbors*, Kokkos::CudaSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutLeft>::type const&) [257]
                0.00    0.00       1/6032        Kokkos::View<double, Kokkos::HostSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutRight>::type const&) [1440]
                0.00    0.00       5/6032        Kokkos::View<unsigned int, Kokkos::CudaSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutLeft>::type const&) [178]
                0.00    0.00       8/6032        Kokkos::View<vec3<double>*, Kokkos::HostSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutRight>::type const&) [212]
                0.00    0.00      10/6032        Kokkos::View<double*, Kokkos::HostSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutRight>::type const&) [1124]
                0.00    0.00    2001/6032        Kokkos::View<unsigned int, Kokkos::LayoutLeft, Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Kokkos::MemoryTraits<0u> >::View<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutLeft>::type const&) [979]
                0.00    0.00    2001/6032        Kokkos::View<neighbors*, Kokkos::LayoutLeft, Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Kokkos::MemoryTraits<0u> >::View<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutLeft>::type const&) [969]
                0.00    0.00    2001/6032        Kokkos::View<unsigned int*, Kokkos::LayoutLeft, Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Kokkos::MemoryTraits<0u> >::View<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutLeft>::type const&) [974]
[534]    0.0    0.00    0.00    6032         Kokkos::Impl::SharedAllocationTracker::assign_allocated_record_to_uninitialized(Kokkos::Impl::SharedAllocationRecord<void, void>*) [534]
-----------------------------------------------
                0.00    0.00       1/6032        Kokkos::Impl::SharedAllocationRecord<void, void>* Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<unsigned int*, Kokkos::CudaSpace>, void>::allocate_shared<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::CudaSpace, Kokkos::Cuda>(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::CudaSpace, Kokkos::Cuda> const&, Kokkos::LayoutLeft const&) [196]
                0.00    0.00       1/6032        Kokkos::Impl::SharedAllocationRecord<void, void>* Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<Particle*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, void>::allocate_shared<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::CudaSpace, Kokkos::Cuda>(Kokkos::Impl::ViewCtorProp<Kokkos::Impl::WithoutInitializing_t, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::CudaSpace, Kokkos::Cuda> const&, Kokkos::LayoutRight const&) [1332]
