Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           Kokkos::Impl::SharedAllocationRecord<Kokkos::CudaSpace, Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, neighbors, false> >::~SharedAllocationRecord() [1398]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::Impl::SharedAllocationRecord<void, void>::decrement(Kokkos::Impl::SharedAllocationRecord<void, void>*) [156]
[254]    0.0    0.00    0.00       1         void Kokkos::Impl::(anonymous namespace)::deallocate<Kokkos::HostSpace, Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false> >(Kokkos::Impl::SharedAllocationRecord<void, void>*) [254]
                0.00    0.00       1/1           Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false>::destroy_shared_allocation() [250]
                0.00    0.00       1/1           Kokkos::Impl::SharedAllocationRecord<Kokkos::HostSpace, Kokkos::Impl::ViewValueFunctor<Kokkos::Device<Kokkos::OpenMP, Kokkos::HostSpace>, Particle, false> >::~SharedAllocationRecord() [1404]
-----------------------------------------------
                0.00    0.00       1/1           void Kokkos::Impl::contiguous_fill<Kokkos::Cuda, double, Kokkos::CudaSpace>(Kokkos::Cuda const&, Kokkos::View<double, Kokkos::CudaSpace> const&, Kokkos::ViewTraits<double, Kokkos::CudaSpace>::const_value_type&) [194]
[255]    0.0    0.00    0.00       1         Kokkos::Impl::ViewFill<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>::ViewFill(Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> > const&, double const&, Kokkos::Cuda const&) [255]
                0.00    0.00       1/188172      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [82]
                0.00    0.00       1/3           Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >::View(Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> > const&) [1222]
                0.00    0.00       1/1           std::enable_if<std::is_integral<int>::value, unsigned long>::type Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >::extent<int>(int const&) const [1487]
                0.00    0.00       1/4009        Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> >::RangePolicy(Kokkos::Cuda const&, int, int) [606]
                0.00    0.00       1/1           void Kokkos::parallel_for<Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> >, Kokkos::Impl::ViewFill<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> > const&, Kokkos::Impl::ViewFill<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int> const&) [1319]
                0.00    0.00       1/16036       Kokkos::RangePolicy<Kokkos::Cuda, Kokkos::IndexType<int> >::~RangePolicy() [471]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::View<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> >::View<char [41]>(char const (&) [41], std::enable_if<Kokkos::Impl::is_view_label<char [41]>::value, unsigned long const>::type, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [232]
[256]    0.0    0.00    0.00       1         Kokkos::View<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> >::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutRight>::type const&) [256]
                0.00    0.00       1/1           Kokkos::Impl::SharedAllocationRecord<void, void>* Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> >, void>::allocate_shared<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::HostSpace, Kokkos::OpenMP>(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::HostSpace, Kokkos::OpenMP> const&, Kokkos::LayoutRight const&) [235]
                0.00    0.00       1/1           Kokkos::Impl::ViewTracker<Kokkos::View<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> > >::ViewTracker() [1353]
                0.00    0.00       1/1           Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> >, void>::ViewMapping() [1338]
                0.00    0.00       1/20          Kokkos::OpenMP::impl_is_initialized() [1073]
                0.00    0.00       1/20          Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::HostSpace, Kokkos::OpenMP>::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [1071]
                0.00    0.00       1/6032        Kokkos::Impl::SharedAllocationTracker::assign_allocated_record_to_uninitialized(Kokkos::Impl::SharedAllocationRecord<void, void>*) [534]
                0.00    0.00       1/20          Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::HostSpace, Kokkos::OpenMP>::~ViewCtorProp() [1072]
-----------------------------------------------
                0.00    0.00       1/1           Kokkos::View<neighbors*, Kokkos::CudaSpace>::View<char [38]>(char const (&) [38], std::enable_if<Kokkos::Impl::is_view_label<char [38]>::value, unsigned long const>::type, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [193]
[257]    0.0    0.00    0.00       1         Kokkos::View<neighbors*, Kokkos::CudaSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutLeft>::type const&) [257]
                0.00    0.00       1/1           Kokkos::Impl::SharedAllocationRecord<void, void>* Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<neighbors*, Kokkos::CudaSpace>, void>::allocate_shared<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::CudaSpace, Kokkos::Cuda>(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::CudaSpace, Kokkos::Cuda> const&, Kokkos::LayoutLeft const&) [236]
                0.00    0.00       1/2           Kokkos::Impl::ViewTracker<Kokkos::View<neighbors*, Kokkos::CudaSpace> >::ViewTracker() [1252]
                0.00    0.00       1/2           Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<neighbors*, Kokkos::CudaSpace>, void>::ViewMapping() [1248]
                0.00    0.00       1/8           Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::CudaSpace, Kokkos::Cuda>::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [1141]
                0.00    0.00       1/6032        Kokkos::Impl::SharedAllocationTracker::assign_allocated_record_to_uninitialized(Kokkos::Impl::SharedAllocationRecord<void, void>*) [534]
                0.00    0.00       1/8           Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::integral_constant<unsigned int, 0u>, Kokkos::CudaSpace, Kokkos::Cuda>::~ViewCtorProp() [1142]
-----------------------------------------------
                0.00    0.00       1/1           SPH::SPH(Parameters*) [169]
[258]    0.0    0.00    0.00       1         Kokkos::View<double*, Kokkos::HostSpace>::View<char [18]>(char const (&) [18], std::enable_if<Kokkos::Impl::is_view_label<char [18]>::value, unsigned long const>::type, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [258]
                0.00    0.00       1/4           Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp<char [18]>(char const (&) [18]) [217]
                0.00    0.00       1/46065       Kokkos::LayoutRight::LayoutRight(unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [345]
                0.00    0.00       1/10          Kokkos::View<double*, Kokkos::HostSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutRight>::type const&) [1124]
                0.00    0.00       1/28          Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~ViewCtorProp() [1068]
                0.00    0.00       1/10          Kokkos::View<double*, Kokkos::HostSpace>::label[abi:cxx11]() const [1125]
                0.00    0.00       1/46079       Kokkos::Impl::runtime_check_rank_host(unsigned long, bool, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [335]
-----------------------------------------------
                0.00    0.00       1/1           SPH::SPH(Parameters*) [169]
[259]    0.0    0.00    0.00       1         Kokkos::View<double*, Kokkos::HostSpace>::View<char [24]>(char const (&) [24], std::enable_if<Kokkos::Impl::is_view_label<char [24]>::value, unsigned long const>::type, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [259]
                0.00    0.00       1/1           Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp<char [24]>(char const (&) [24]) [242]
                0.00    0.00       1/46065       Kokkos::LayoutRight::LayoutRight(unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [345]
                0.00    0.00       1/10          Kokkos::View<double*, Kokkos::HostSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutRight>::type const&) [1124]
                0.00    0.00       1/28          Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~ViewCtorProp() [1068]
                0.00    0.00       1/10          Kokkos::View<double*, Kokkos::HostSpace>::label[abi:cxx11]() const [1125]
                0.00    0.00       1/46079       Kokkos::Impl::runtime_check_rank_host(unsigned long, bool, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [335]
-----------------------------------------------
                0.00    0.00       1/1           Diagnostics::Diagnostics(unsigned int, ParticleManagerBase const*) [213]
[260]    0.0    0.00    0.00       1         Kokkos::View<double*, Kokkos::HostSpace>::View<char [37]>(char const (&) [37], std::enable_if<Kokkos::Impl::is_view_label<char [37]>::value, unsigned long const>::type, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [260]
                0.00    0.00       1/2           Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp<char [37]>(char const (&) [37]) [226]
                0.00    0.00       1/46065       Kokkos::LayoutRight::LayoutRight(unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [345]
                0.00    0.00       1/10          Kokkos::View<double*, Kokkos::HostSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutRight>::type const&) [1124]
                0.00    0.00       1/28          Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~ViewCtorProp() [1068]
                0.00    0.00       1/10          Kokkos::View<double*, Kokkos::HostSpace>::label[abi:cxx11]() const [1125]
                0.00    0.00       1/46079       Kokkos::Impl::runtime_check_rank_host(unsigned long, bool, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [335]
-----------------------------------------------
                0.00    0.00       1/1           SPH::SPH(Parameters*) [169]
[261]    0.0    0.00    0.00       1         Kokkos::View<double, Kokkos::HostSpace>::View<char [11]>(char const (&) [11], std::enable_if<Kokkos::Impl::is_view_label<char [11]>::value, unsigned long const>::type, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [261]
                0.00    0.00       1/1           Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::ViewCtorProp<char [11]>(char const (&) [11]) [241]
                0.00    0.00       1/46065       Kokkos::LayoutRight::LayoutRight(unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long) [345]
                0.00    0.00       1/1           Kokkos::View<double, Kokkos::HostSpace>::View<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::enable_if<!Kokkos::Impl::ViewCtorProp<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::has_pointer, Kokkos::LayoutRight>::type const&) [1440]
